Name;Ticker
;MSTR
;BLDP
;PLAN
;JAZZ
;AXTA
;EPAM
;IGMS
;SKIL
;COUR
;WISH
;TLRY
;STOR
;STSI
;EAOQ
;ARCH
;MARD
;WORK
;KPLT
;JOBY
;SMAR
;ACHR
;ASML
;DBRG
;NOVA
;TECK
;ETAC
;SQSP
;PBCT
;PTRA
;GDDY
;TEAM
;RBLX
;ACEV
;WKHS
;CLVS
;ALLT
;MUFJ
;MUFG
;BKKT
;SOFI
;NTES
;VSCO
;ANTM
;LOGI
;CZOO
;FISV
;ALIT
;CABO
;BLOC
;ETRN
;RLGY
;GGAL
;PJSC
;BBWI
;CHTR
;AXON
;DUOL
;INFN
;BRIX
;INGV
;ATRI
;RAPI
;MAXA
;BIOR
;MDLZ
;DPCM
;XPOA
;ABNB
;OPFI
;BAMR
;SUMO
;ROOT
;SNOW
;OPEN
;CYXT
;FREQ
;LUMN
;NLOK
;LSCC
;ENPH
;VICI
;DASH
;BZUN
;CPNG
;SEDG
;SGMO
;PSTH
;PSTG
;VTRS
;ARMK
;ICPT
;PLTR
;MAXR
;MAXN
;TSLA
;AAPL
;AMZN
;MSFT
;AMPD
;NFLX
;BABA
;CAZO
;NTCO
;COVA
;COMP
;STLD
;STLA
;IPOF
;IPOD
;EDIT
;CVNA
;IIPR
;INDI
;LMND
;INCY
;CONX
;FSLY
;MCFE
;CHPT
;TENB
;BIPC
;CARR
;NICE
;LAZR
;CTAS
;NKLA
;FCEL
;MNTS
;COLD
;IDEX
;IDXX
;LTHM
;WYNN
;OZON
;RNG 
;PDD 
;DRI 
;RKT 
;TTD 
;TTE 
;ICE 
;TSP 
;BDX 
;RIO 
;TRV 
;BDC 
;BCS 
;IAG 
;MTG 
;MTD 
;MSP 
;TPX 
;KIM 
;BAH 
;RPC 
;RES 
;MPW 
;DIN 
;TMO 
;MOS 
;KEY 
;ATI 
;LNI
;
;AUY 
;BEP 
;UPS
;UPS 
;OPK 
;CAT 
;XRX 
;HOG 
;HMY 
;TSM 
;TTM 
;NRZ 
;BLK 
;BMY 
;BBD 
;HPE 
;MDT 
;CVS 
;AES 
;BAM 
;DPZ 
;BSX 
;OKE 
;IVZ 
;COP 
;EGO 
;AEO 
;GME 
;DXC 
;ARR 
;WBA 
;OVV 
;NOV 
;BRF
;CZR 
;CYH 
;CIM 
;SEB 
;UNP 
;UNM 
;ZBH 
;PDC 
;NOW 
;TPG 
;SBS 
;SBH 
;EFX 
;CCC 
;WTM 
;NLY 
;GNW 
;GNL 
;EDU 
;GLW 
;UGP 
;PSA 
;BWA 
;BVN 
;BUD 
;PPG 
;IRM 
;WMB 
;RXT 
;RCL 
;MMM 
;MCD 
;BAC 
;MRO 
;NIO 
;PFE 
;JPM 
;NKE 
;AXP 
;APA 
;LUV 
;JNJ 
;OXY 
;AMC 
;WFC 
;IVR 
;MUR 
;BTG 
;ANF 
;MFA 
;IBM 
;AIG 
;UAA 
;ABT 
;UAL 
;CVX 
;WMT 
;JBI 
;NUE 
;CDE 
;CCI 
;LIN 
;TIM 
;SFM 
;NRG 
;CAG 
;GSK 
;TPI 
;EIX 
;BNY 
;ARI 
;TGI 
;SPG 
;AXA 
;EQH 
;NEE 
;AXL 
;FDX 
;DBX 
;MRK 
;SLB 
;ERJ 
;GOL 
;HLT 
;PEP 
;PBR 
;CVE 
;CRM 
;MPC 
;MGM 
;GES 
;MAR 
;ZNH 
;MGI 
;GAP 
;GPS 
;LPL 
;CHS 
;HAL 
;UMC 
;KHC 
;LMT 
;NET 
;HPQ 
;DOW 
;AMT 
;SYY 
;TSN 
;RUN 
;EMR 
;DUK 
;BEN 
;WRK 
;FTI 
;LVS 
;MCO 
;PAA 
;APD 
;FSK 
;ZEN 
;YPF 
;JKS 
;FLR 
;MSI 
;STX 
;STZ 
;NYT 
;USB 
;WEN 
;PRU 
;JWN 
;ADP 
;MET 
;SYF 
;ECL 
;CAH 
;PCG 
;MFG 
;BHC 
;WWE 
;GGB 
;ADM 
;GEO 
;HLF 
;KMB 
;FVE 
;HDB 
;LOW 
;PAM 
;CNC 
;SHW 
;AOS 
;GDS 
;IPG 
;ROK 
;PHM 
;ATR 
;ESI 
;ITW 
;BAP 
;TFX 
;HIG 
;JEF 
;DRE 
;LKQ 
;FTV 
;KDP 
;LEN 
;MMC 
;MAS 
;CSX 
;PWR 
;SLM 
;FDS 
;GPK 
;PGR 
;WAB 
;NSC 
;PEG 
;HUN 
;KNX 
;PBH 
;PRI 
;DVN 
;WDC 
;TWO 
;CAJ 
;KSS 
;HAS 
;DHC 
;PBF 
;MUX 
;PSX 
;EPD 
;TME 
;KGC 
;HON 
;NEM 
;GFI 
;HMC 
;CHL 
;LLY 
;BBY 
;LTC 
;SID 
;NMR 
;QSR 
;CLF 
;BIP 
;UNH 
;VLO 
;TIS
;RIC
;ODP 
;SWN 
;SWK 
;LYV 
;ZTS 
;HFC 
;HES 
;HEI 
;AGL 
;AGC 
;AFL 
;STT 
;COF 
;AEP 
;HCA 
;EXC 
;CNP 
;XGN 
;HBI 
;SRE 
;CMG 
;CME 
;EVR 
;CMA 
;ACN 
;CLX 
;CLR 
;SQM 
;XEL 
;CFG 
;TJX 
;NOC 
;FCX 
;DLR 
;PPL 
;SYK 
;MAT 
;EOG 
;AAP 
;BHP 
;DHR 
;BMA 
;KMI 
;HCM 
;VER 
;PBI 
;SKX 
;GIS 
;BOX 
;KKR 
;ZTO 
;IBN 
;VIV 
;YUM 
;WIT 
;TPR 
;LNG 
;ADI 
;PXD 
;CNX 
;BAX 
;RMD 
;HRL 
;VGR 
;KAR 
;DHI 
;BRF 
;DFS 
;VTR 
;RAD 
;DEO 
;VST 
;AZO 
;AZN 
;AYX 
;HWM 
;MKL 
;VRM 
;FLT 
;TGT 
;MIR
;HUM 
;DAR 
;DAN 
;ORA 
;TFC 
;TER 
;AVB 
;HST 
;FIS 
;VMW 
;IGM 
;HRB 
;FHN 
;ETR 
;SNY 
;CIG 
;ACE 
;SMG 
;EQT 
;EQD 
;CGC 
;ZIP 
;NWL 
;SKT 
;NVR 
;NVS 
;NVO 
;CUI
;NIR
;MDB 
;TAL 
;TAK 
;OMC 
;OLN 
;MBT 
;VIR 
;APP 
;APH 
;WIX
;PNE 
;UBS 
;PNC 
;BRX 
;WIX 
;PLD 
;INO 
;RTX 
;RSG 
;RRC 
;WEX
;WEX 
;DVA 
;BLL 
;BKR 
;RPD 
;DTM 
;WCN 
;DTE 
;IHG 
;TXN 
;IGT 
;BIO 
;AAL 
;DIS 
;DAL 
;CCL 
;XOM 
;AMH 
;AME 
;VFC 
;CVA 
;ALL 
;ALB 
;OGN 
;HGV 
;AG 
;LE
;TM 
;JD 
;CX 
;BX 
;FL 
;US 
;PM 
;MU 
;PP
;PE
;BE 
;AY 
;AI 
;NV 
;CI
;MA 
;ZM 
;GE 
;AR 
;GM 
;SM 
;AA 
;UD
;FF 
;FE 
;ED 
;DQ 
;DG 
;DD 
;DB 
;CI 
;CF 
;BP 
;BK 
;WM 
;VZ 
;SP 
;EB 
;PG 
;SQ 
;GT 
;BB 
;EA 
;AL 
;MO 
;GS 
;LG 
;ET 
;AM 
;HP 
;FS 
;TD 
;KR 
;ON 
;NN
;PL
;AO 
;TW 
;KT 
;GO 
;QD 
;CL 
;WU 
;AU 
;RL 
;RY 
;DE 
;EL 
;HL 
;UA 
;CG 
;LI
;RH
;GA
;TV 
;SU 
;CC 
;SE 
;RH 
;RF 
;QS 
;PH 
;PD 
;SO 
;ZS 
;BG 
;EW 
;UP 
;BJ 
;DR 
;AN 
;OG 
;FR
;MS 
;MQ 
;MP 
;ME 
;LX 
;LI 
;IT 
;IS 
;IP 
;SA 
;HD 
;GD 
;AN
;IL
;DT 
;BA 
;KO 
;FB 
;YY 
;VF 
;XP 
;XM 
;WY 
;WB 
;VG 
;A 
;Z
;G
;X
;Y 
;O 
;O
;A
;T 
;V 
;F 
;M 
;H
;S
;F
;E
;C 
;K 
;P 
;H 
;W 
;I 
;C
;L 
;Y
;D 
;I
;L
;D
;N
;U 
;Z 
;X 
;R
;Q 
;VIACA 
;DISCK 
;DISCA 
;FWONK 
;CMCSA 
;SONOS
;HANES
;ICICI 
;QRTEA 
;STORE 
;BLOCK
;RAPID
;MAXAR
;GOOGL 
;CAZOO
;IDEXX 
